postcode,lsoa21cd,lsoa21nm,admin_district,codes_lsoa
B72 1AE,E01009461,E05011181,Birmingham,E01009461
B45 9NT,E01009167,E05011164,Birmingham,E01009167
B16 9DX,E01008987,E05011151,Birmingham,E01008987
B14 6NJ,E01008970,E05011130,Birmingham,E01008970
B38 8TB,E01009116,E05011148,Birmingham,E01009116
B33 0YN,E01009303,E05011138,Birmingham,E01009303
B72 1XY,E01009461,E05011181,Birmingham,E01009461
B14 6PT,E01008973,E05011130,Birmingham,E01008973
B45 8EE,E01009171,E05011164,Birmingham,E01009171
B11 3EF,E01009014,E05011140,Birmingham,E01009014
B75 6BN,E01009428,E05011178,Birmingham,E01009428
B17 0BF,E01009068,E05011144,Birmingham,E01009068
B73 5SE,E01009458,E05011179,Birmingham,E01009458
B31 3LT,E01009214,E05011152,Birmingham,E01009214
B44 9AJ,E01009224,E05011159,Birmingham,E01009224
B72 1BF,E01009463,E05011181,Birmingham,E01009463
B12 8QG,E01033648,E05011170,Birmingham,E01033648
B30 2TB,E01008963,E05011172,Birmingham,E01008963
B27 7JD,E01009019,E05011118,Birmingham,E01009019
B16 8DY,E01009141,E05011151,Birmingham,E01009141
B26 1TD,E01008881,E05011169,Birmingham,E01008881
B12 8AH,E01009397,E05011170,Birmingham,E01009397
B17 0PY,E01033562,E05011144,Birmingham,E01033562
B24 8EB,E01008998,E05011139,Birmingham,E01008998
B29 6BJ,E01009289,E05011128,Birmingham,E01009289
B44 9LY,E01009233,E05011159,Birmingham,E01009233
B29 5HP,E01009503,E05011184,Birmingham,E01009503
B36 8JX,E01009085,E05011131,Birmingham,E01009085
B25 8QA,E01008898,E05011186,Birmingham,E01008898
B12 0TL,E01009364,E05011126,Birmingham,E01009364
B17 9LD,E01009069,E05011144,Birmingham,E01009069
B32 1AT,E01009250,E05011163,Birmingham,E01009250
B10 0EX,E01009338,E05011167,Birmingham,E01009338
B31 1PR,E01009497,E05011119,Birmingham,E01009497
B28 0QS,E01009041,E05011141,Birmingham,E01009041
B36 8UJ,E01009082,E05011131,Birmingham,E01009082
B33 9LZ,E01009093,E05011138,Birmingham,E01009093
B76 2PL,E01009434,E05011180,Birmingham,E01009434
B73 6BA,E01009449,E05011178,Birmingham,E01009449
B32 2TJ,E01009251,E05011163,Birmingham,E01009251
B30 1AE,E01008961,E05011129,Birmingham,E01008961
B44 9UU,E01009228,E05011159,Birmingham,E01009228
B27 7SP,E01009016,E05011182,Birmingham,E01009016
B20 1LW,E01032591,E05011143,Birmingham,E01032591
B27 7JP,E01009024,E05011118,Birmingham,E01009024
B72 1NT,E01009453,E05011178,Birmingham,E01009453
B42 2AX,E01009234,E05011160,Birmingham,E01009234
B10 9DP,E01009337,E05011167,Birmingham,E01009337
B24 0JN,E01009100,E05011162,Birmingham,E01009100
B75 6NP,E01009429,E05011177,Birmingham,E01009429
B75 7ND,E01009448,E05011176,Birmingham,E01009448
B45 9NE,E01009164,E05011164,Birmingham,E01009164
B11 4NN,E01009382,E05011171,Birmingham,E01009382
B29 4QY,E01009506,E05011184,Birmingham,E01009506
B14 6BU,E01008967,E05011130,Birmingham,E01008967
B31 5DB,E01034942,E05011136,Birmingham,E01034942
B33 9NL,E01009093,E05011138,Birmingham,E01009093
B26 2SA,E01009323,E05011137,Birmingham,E01009323
B10 9NL,E01009327,E05011167,Birmingham,E01009327
B14 4JS,E01008945,E05011146,Birmingham,E01008945
B74 4SJ,E01009422,E05011175,Birmingham,E01009422
B33 0RL,E01009321,E05011137,Birmingham,E01009321
B28 8PG,E01009023,E05011118,Birmingham,E01009023
B31 5SB,E01008930,E05011123,Birmingham,E01008930
B75 7NE,E01009448,E05011176,Birmingham,E01009448
B29 6TZ,E01009280,E05011129,Birmingham,E01009280
B1 1RY,E01033557,E05011151,Birmingham,E01033557
B23 6JL,E01009408,E05011173,Birmingham,E01009408
B76 1JL,E01009442,E05011180,Birmingham,E01009442
B9 4PJ,E01009199,E05011126,Birmingham,E01009199
B17 0HL,E01009069,E05011144,Birmingham,E01009069
B19 2PB,E01008911,E05011156,Birmingham,E01008911
B26 1SG,E01009521,E05011185,Birmingham,E01009521
B44 0QX,E01009130,E05011150,Birmingham,E01009130
B7 5JP,E01009202,E05011155,Birmingham,E01009202
B31 4JE,E01009215,E05011152,Birmingham,E01009215
B10 9EQ,E01009329,E05011167,Birmingham,E01009329
B14 5PJ,E01008980,E05011133,Birmingham,E01008980
B42 1SR,E01009242,E05011160,Birmingham,E01009242
B13 8QT,E01009186,E05011172,Birmingham,E01009186
B11 4QR,E01009371,E05011170,Birmingham,E01009371
B31 1BA,E01008924,E05011123,Birmingham,E01008924
B21 9NE,E01009275,E05011142,Birmingham,E01009275
B36 8SH,E01009079,E05011131,Birmingham,E01009079
B23 6EG,E01009409,E05011173,Birmingham,E01009409
B27 7DT,E01009015,E05011118,Birmingham,E01009015
B10 9SN,E01009329,E05011167,Birmingham,E01009329
B31 1QE,E01009497,E05011119,Birmingham,E01009497
B27 7TU,E01009029,E05011118,Birmingham,E01009029
B32 3SH,E01008918,E05011123,Birmingham,E01008918
B35 6JA,E01009106,E05011132,Birmingham,E01009106
B44 0DE,E01009131,E05011150,Birmingham,E01009131
B33 8BX,E01009507,E05011185,Birmingham,E01009507
B20 3WJ,E01034917,E05011125,Birmingham,E01034917
B14 4QD,E01008945,E05011146,Birmingham,E01008945
B30 2TN,E01008963,E05011172,Birmingham,E01008963
B28 9QE,E01009033,E05011140,Birmingham,E01009033
B20 3RQ,E01009057,E05011125,Birmingham,E01009057
B31 1TU,E01008930,E05011123,Birmingham,E01008930
B38 8SA,E01009116,E05011148,Birmingham,E01009116
B14 7LF,E01009178,E05011130,Birmingham,E01009178
B19 2NP,E01008913,E05011156,Birmingham,E01008913
B33 8LE,E01009511,E05011137,Birmingham,E01009511
B29 4BS,E01009504,E05011184,Birmingham,E01009504
B14 7JA,E01009179,E05011130,Birmingham,E01009179
B15 3NR,E01008991,E05011134,Birmingham,E01008991
B28 0JN,E01009039,E05011141,Birmingham,E01009039
B30 1AJ,E01008961,E05011129,Birmingham,E01008961
B24 9DH,E01009012,E05011135,Birmingham,E01009012
B17 0QS,E01009077,E05011144,Birmingham,E01009077
B12 0UX,E01009364,E05011126,Birmingham,E01009364
B17 8AJ,E01009260,E05011163,Birmingham,E01009260
B21 9NH,E01009275,E05011147,Birmingham,E01009275
B29 4DD,E01009504,E05011184,Birmingham,E01009504
B14 7DD,E01009175,E05011130,Birmingham,E01009175
B27 7YD,E01009015,E05011118,Birmingham,E01009015
B44 9BN,E01009223,E05011159,Birmingham,E01009223
B74 4AT,E01009422,E05011174,Birmingham,E01009422
B28 9HW,E01009035,E05011140,Birmingham,E01009035
B31 2RJ,E01009209,E05011158,Birmingham,E01009209
B16 0NL,E01009152,E05011157,Birmingham,E01009152
B17 9AW,E01009252,E05011163,Birmingham,E01009252
B12 0HF,E01009364,E05011126,Birmingham,E01009364
B75 7SG,E01009452,E05011176,Birmingham,E01009452
B75 7NU,E01009446,E05011177,Birmingham,E01009446
B14 7AP,E01009188,E05011130,Birmingham,E01009188
B10 9JT,E01009325,E05011167,Birmingham,E01009325
B27 6RU,E01008895,E05011169,Birmingham,E01008895
B24 0HT,E01009005,E05011135,Birmingham,E01009005
B76 2RX,E01009436,E05011180,Birmingham,E01009436
B20 2EP,E01009265,E05011142,Birmingham,E01009265
B29 6GR,E01009284,E05011129,Birmingham,E01009284
B31 3PX,E01009217,E05011152,Birmingham,E01009217
B11 1RE,E01009364,E05011170,Birmingham,E01009364
B31 3LH,E01009214,E05011152,Birmingham,E01009214
B44 8TP,E01009228,E05011159,Birmingham,E01009228
B23 6EA,E01009409,E05011173,Birmingham,E01009409
B25 8LW,E01008887,E05011169,Birmingham,E01008887
B5 7SL,E01034937,E05011134,Birmingham,E01034937
B30 3QD,E01008973,E05011133,Birmingham,E01008973
B12 8AY,E01009399,E05011154,Birmingham,E01009399
B19 1NN,E01008907,E05011153,Birmingham,E01008907
B31 1DE,E01009495,E05011123,Birmingham,E01009495
B38 8LU,E01009112,E05011148,Birmingham,E01009112
B75 5DA,E01009429,E05011175,Birmingham,E01009429
B20 2AP,E01009050,E05011143,Birmingham,E01009050
B74 4SH,E01009418,E05011175,Birmingham,E01009418
B30 3EX,E01009119,E05011148,Birmingham,E01009119
B6 6DB,E01034923,E05011121,Birmingham,E01034923
B14 6BP,E01008968,E05011130,Birmingham,E01008968
B73 5SR,E01009466,E05011179,Birmingham,E01009466
B42 1SU,E01009242,E05011160,Birmingham,E01009242
B29 5DE,E01009503,E05011184,Birmingham,E01009503
B26 2SX,E01009322,E05011137,Birmingham,E01009322
B20 3ND,E01034918,E05011125,Birmingham,E01034918
B45 9TY,E01009165,E05011164,Birmingham,E01009165
B26 3RJ,E01009318,E05011166,Birmingham,E01009318
B76 2PH,E01009435,E05011180,Birmingham,E01009435
B29 6TP,E01009284,E05011184,Birmingham,E01009284
B31 3SH,E01009212,E05011152,Birmingham,E01009212
B26 3LH,E01009319,E05011166,Birmingham,E01009319
B19 1LY,E01009060,E05011153,Birmingham,E01009060
B44 0UY,E01009221,E05011150,Birmingham,E01009221
B21 0SB,E01009359,E05011168,Birmingham,E01009359
B10 9JQ,E01009326,E05011167,Birmingham,E01009326
B25 8EX,E01008884,E05011182,Birmingham,E01008884
B11 4JZ,E01009396,E05011170,Birmingham,E01009396
B14 6PX,E01008973,E05011130,Birmingham,E01008973
B11 1NU,E01033650,E05011170,Birmingham,E01033650
B8 2DU,E01009086,E05011131,Birmingham,E01009086
B21 0TL,E01034922,E05011168,Birmingham,E01034922
B14 7EP,E01009179,E05011130,Birmingham,E01009179
B42 1ES,E01009245,E05011160,Birmingham,E01009245
B28 0US,E01009041,E05011141,Birmingham,E01009041
B75 5QR,E01009416,E05011177,Birmingham,E01009416
B9 5LB,E01034935,E05011126,Birmingham,E01034935
B76 1JU,E01009461,E05011181,Birmingham,E01009461
B34 7QG,E01009310,E05011165,Birmingham,E01009310
B10 0EE,E01009329,E05011167,Birmingham,E01009329
B11 3RG,E01034954,E05011170,Birmingham,E01034954
B76 1TL,E01009438,E05011180,Birmingham,E01009438
B24 8BL,E01009013,E05011139,Birmingham,E01009013
B13 0DT,E01008934,E05011124,Birmingham,E01008934
B42 1PH,E01009238,E05011160,Birmingham,E01009238
B8 2UE,E01009490,E05011138,Birmingham,E01009490
B35 6NU,E01009106,E05011132,Birmingham,E01009106
B34 7JY,E01009308,E05011165,Birmingham,E01009308
B75 6HH,E01009446,E05011177,Birmingham,E01009446
B14 6SY,E01008967,E05011130,Birmingham,E01008967
B23 7DE,E01009408,E05011173,Birmingham,E01009408
B38 8BG,E01009116,E05011148,Birmingham,E01009116
B35 7JW,E01009099,E05011132,Birmingham,E01009099
B31 4RA,E01009168,E05011152,Birmingham,E01009168
B11 1UE,E01009372,E05011170,Birmingham,E01009372
B1 1SW,E01033557,E05011151,Birmingham,E01033557
B28 0AB,E01009031,E05011140,Birmingham,E01009031
B35 7QN,E01009103,E05011132,Birmingham,E01009103
B32 3AS,E01008919,E05011123,Birmingham,E01008919
B12 0QR,E01034947,E05011126,Birmingham,E01034947
B25 8JF,E01008887,E05011169,Birmingham,E01008887
B6 4TH,E01034926,E05011156,Birmingham,E01034926
B27 6EL,E01008893,E05011118,Birmingham,E01008893
B76 9RP,E01009441,E05011180,Birmingham,E01009441
B21 9RL,E01009266,E05011143,Birmingham,E01009266
B14 5QP,E01008979,E05011133,Birmingham,E01008979
B23 5GX,E01034914,E05011161,Birmingham,E01034914
B27 7XL,E01009018,E05011118,Birmingham,E01009018
B19 2JQ,E01008909,E05011156,Birmingham,E01008909
B23 6AQ,E01033630,E05011173,Birmingham,E01033630
B76 2RY,E01009436,E05011180,Birmingham,E01009436
B21 0TN,E01034922,E05011168,Birmingham,E01034922
B20 3TU,E01009049,E05011125,Birmingham,E01009049
B16 0QD,E01009138,E05011157,Birmingham,E01009138
B19 3JN,E01034930,E05011156,Birmingham,E01034930
B16 0NS,E01009151,E05011157,Birmingham,E01009151
B45 9PY,E01009167,E05011164,Birmingham,E01009167
B27 6BS,E01008894,E05011118,Birmingham,E01008894
B18 7JU,E01009348,E05011168,Birmingham,E01009348
B32 1BE,E01009250,E05011163,Birmingham,E01009250
B31 4TJ,E01009170,E05011152,Birmingham,E01009170
B34 7SP,E01009308,E05011165,Birmingham,E01009308
B30 2JY,E01008952,E05011172,Birmingham,E01008952
B20 2RT,E01009056,E05011142,Birmingham,E01009056
B15 3TP,E01008990,E05011134,Birmingham,E01008990
B24 0JD,E01009098,E05011162,Birmingham,E01009098
B32 1HA,E01009251,E05011163,Birmingham,E01009251
B8 3SU,E01034932,E05011120,Birmingham,E01034932
B27 7LR,E01009024,E05011118,Birmingham,E01009024
B24 9LQ,E01009011,E05011135,Birmingham,E01009011
B11 1SU,E01009367,E05011170,Birmingham,E01009367
B26 2RL,E01009314,E05011166,Birmingham,E01009314
B14 6RH,E01008966,E05011130,Birmingham,E01008966
B21 0HH,E01009351,E05011147,Birmingham,E01009351
B27 7DJ,E01009018,E05011118,Birmingham,E01009018
B29 7PX,E01009296,E05011128,Birmingham,E01009296
B6 6PE,E01009058,E05011121,Birmingham,E01009058
B34 6LT,E01009088,E05011131,Birmingham,E01009088
B5 7FJ,E01034947,E05011126,Birmingham,E01034947
B28 9RL,E01009033,E05011140,Birmingham,E01009033
B28 0BN,E01009031,E05011140,Birmingham,E01009031
B8 1EP,E01009192,E05011120,Birmingham,E01009192
B32 4LZ,E01008925,E05011123,Birmingham,E01008925
B5 4AJ,E01033625,E05011151,Birmingham,E01033625
B31 1EA,E01008930,E05011123,Birmingham,E01008930
B32 2QB,E01009255,E05011163,Birmingham,E01009255
B76 1YT,E01009438,E05011180,Birmingham,E01009438
B28 9PT,E01032589,E05011140,Birmingham,E01032589
B75 5DB,E01009429,E05011175,Birmingham,E01009429
B29 7EG,E01009288,E05011128,Birmingham,E01009288
B13 8DH,E01009184,E05011154,Birmingham,E01009184
B72 1YW,E01009461,E05011181,Birmingham,E01009461
B14 4AJ,E01008969,E05011124,Birmingham,E01008969
B74 4AQ,E01009422,E05011174,Birmingham,E01009422
B44 8EP,E01009231,E05011150,Birmingham,E01009231
B12 8QT,E01009377,E05011170,Birmingham,E01009377
B15 2NX,E01008994,E05011134,Birmingham,E01008994
B38 9DW,E01009113,E05011149,Birmingham,E01009113
B73 6UJ,E01009465,E05011179,Birmingham,E01009465
B1 2SS,E01033627,E05011151,Birmingham,E01033627
B76 1NA,E01009439,E05011180,Birmingham,E01009439
B13 9LA,E01009176,E05011154,Birmingham,E01009176
B25 8RE,E01008881,E05011186,Birmingham,E01008881
B23 6FE,E01033646,E05011173,Birmingham,E01033646
B23 5AS,E01034913,E05011161,Birmingham,E01034913
B31 1GB,E01033629,E05011123,Birmingham,E01033629
B10 0SS,E01009380,E05011127,Birmingham,E01009380
B7 5DJ,E01009201,E05011155,Birmingham,E01009201
B16 0AY,E01009153,E05011157,Birmingham,E01009153
B18 7JG,E01009348,E05011168,Birmingham,E01009348
B6 5EJ,E01034924,E05011121,Birmingham,E01034924
B74 4RQ,E01009417,E05011174,Birmingham,E01009417
B74 2QZ,E01009430,E05011174,Birmingham,E01009430
B73 6AX,E01009430,E05011178,Birmingham,E01009430
B7 4ED,E01034927,E05011155,Birmingham,E01034927
B11 3BY,E01034955,E05011140,Birmingham,E01034955
B31 5BP,E01009158,E05011136,Birmingham,E01009158
B28 8DG,E01009046,E05011140,Birmingham,E01009046
B76 1DL,E01009439,E05011180,Birmingham,E01009439
B28 0LJ,E01009036,E05011141,Birmingham,E01009036
B6 7NU,E01008899,E05011155,Birmingham,E01008899
B31 4RG,E01009170,E05011152,Birmingham,E01009170
B32 2HH,E01009254,E05011163,Birmingham,E01009254
B19 2XL,E01033638,E05011156,Birmingham,E01033638
B75 5LG,E01009420,E05011177,Birmingham,E01009420
B24 0NL,E01009098,E05011162,Birmingham,E01009098
B13 8LL,E01009184,E05011154,Birmingham,E01009184
B29 6QA,E01009292,E05011184,Birmingham,E01009292
B6 6LN,E01009054,E05011121,Birmingham,E01009054
B24 0PR,E01009098,E05011162,Birmingham,E01009098
B15 3QH,E01008991,E05011134,Birmingham,E01008991
B38 9SN,E01009114,E05011149,Birmingham,E01009114
B25 8LF,E01008886,E05011169,Birmingham,E01008886
B13 8HG,E01009184,E05011154,Birmingham,E01009184
B8 2TE,E01009487,E05011183,Birmingham,E01009487
B74 4RE,E01009417,E05011174,Birmingham,E01009417
B45 9RG,E01009160,E05011164,Birmingham,E01009160
B13 8LS,E01009183,E05011154,Birmingham,E01009183
B11 1RL,E01009365,E05011170,Birmingham,E01009365
B73 6TA,E01009465,E05011179,Birmingham,E01009465
B27 7TR,E01009029,E05011118,Birmingham,E01009029
B32 3SB,E01008918,E05011123,Birmingham,E01008918
B27 7NR,E01009022,E05011118,Birmingham,E01009022
B15 3XA,E01008991,E05011134,Birmingham,E01008991
B15 2NQ,E01008997,E05011134,Birmingham,E01008997
B23 6PD,E01009407,E05011173,Birmingham,E01009407
B18 7LN,E01009347,E05011168,Birmingham,E01009347
B13 8EE,E01009384,E05011154,Birmingham,E01009384
B44 0TY,E01009131,E05011150,Birmingham,E01009131
B33 0EG,E01009299,E05011138,Birmingham,E01009299
B24 8LT,E01009400,E05011139,Birmingham,E01009400
B32 3HE,E01033629,E05011123,Birmingham,E01033629
B38 9BJ,E01009107,E05011149,Birmingham,E01009107
B21 0HE,E01009349,E05011147,Birmingham,E01009349
B35 6NE,E01009106,E05011132,Birmingham,E01009106
B5 7RX,E01008982,E05011134,Birmingham,E01008982
B26 2QS,E01009324,E05011166,Birmingham,E01009324
B5 7LB,E01008995,E05011122,Birmingham,E01008995
B72 1FW,E01009463,E05011181,Birmingham,E01009463
B44 0PR,E01009133,E05011150,Birmingham,E01009133
B44 9HN,E01009224,E05011159,Birmingham,E01009224
B20 3TA,E01009048,E05011125,Birmingham,E01009048
B17 0RH,E01009077,E05011144,Birmingham,E01009077
B38 8YQ,E01009118,E05011148,Birmingham,E01009118
B38 9SL,E01009114,E05011149,Birmingham,E01009114
B24 8RJ,E01008999,E05011139,Birmingham,E01008999
B72 1HW,E01009463,E05011181,Birmingham,E01009463
B29 7NR,E01009283,E05011128,Birmingham,E01009283
B31 1NX,E01009495,E05011119,Birmingham,E01009495
B11 1HJ,E01009363,E05011170,Birmingham,E01009363
B20 3EJ,E01009054,E05011121,Birmingham,E01009054
B12 9PE,E01009182,E05011122,Birmingham,E01009182
B30 1EU,E01008959,E05011129,Birmingham,E01008959
B28 8DF,E01009030,E05011140,Birmingham,E01009030
B74 4DP,E01009418,E05011175,Birmingham,E01009418
B31 4SJ,E01009216,E05011152,Birmingham,E01009216
B42 2AU,E01009234,E05011160,Birmingham,E01009234
B38 8JN,E01009112,E05011152,Birmingham,E01009112
B34 6QU,E01009305,E05011165,Birmingham,E01009305
B17 0HQ,E01009069,E05011144,Birmingham,E01009069
B19 1NH,E01009048,E05011125,Birmingham,E01009048
B11 3FL,E01034955,E05011140,Birmingham,E01034955
B33 0BQ,E01009299,E05011138,Birmingham,E01009299
B19 2DW,E01034925,E05011153,Birmingham,E01034925
B31 5NY,E01009173,E05011119,Birmingham,E01009173
B20 3SB,E01009049,E05011125,Birmingham,E01009049
B29 6SF,E01009295,E05011184,Birmingham,E01009295
B30 3AS,E01008961,E05011129,Birmingham,E01008961
B29 7RS,E01009293,E05011128,Birmingham,E01009293
B42 2JB,E01009247,E05011160,Birmingham,E01009247
B13 0RT,E01008936,E05011124,Birmingham,E01008936
B75 5PT,E01009426,E05011177,Birmingham,E01009426
B28 8FF,E01009014,E05011182,Birmingham,E01009014
B16 8EX,E01009141,E05011151,Birmingham,E01009141
B75 5EG,E01009425,E05011175,Birmingham,E01009425
B24 9EE,E01009012,E05011135,Birmingham,E01009012
B8 1DH,E01034934,E05011120,Birmingham,E01034934
B74 4DH,E01009415,E05011175,Birmingham,E01009415
B16 9HS,E01008988,E05011157,Birmingham,E01008988
B44 0AD,E01009132,E05011150,Birmingham,E01009132
B23 5XQ,E01009136,E05011161,Birmingham,E01009136
B25 8PN,E01008882,E05011182,Birmingham,E01008882
B21 8AJ,E01009274,E05011147,Birmingham,E01009274
B76 2UW,E01009455,E05011176,Birmingham,E01009455
B75 5BD,E01009425,E05011175,Birmingham,E01009425
B8 2BJ,E01009480,E05011183,Birmingham,E01009480
B31 3AN,E01009210,E05011152,Birmingham,E01009210
B30 1UR,E01008951,E05011129,Birmingham,E01008951
B30 1NY,E01008951,E05011129,Birmingham,E01008951
B20 3AR,E01009054,E05011121,Birmingham,E01009054
B30 2YQ,E01009282,E05011128,Birmingham,E01009282
B31 3PY,E01009217,E05011152,Birmingham,E01009217
B14 6RQ,E01008966,E05011130,Birmingham,E01008966
B29 5HE,E01009294,E05011184,Birmingham,E01009294
B28 8BL,E01009043,E05011140,Birmingham,E01009043
B36 8JL,E01009084,E05011131,Birmingham,E01009084
B11 1QA,E01009372,E05011170,Birmingham,E01009372
B11 3FS,E01009014,E05011182,Birmingham,E01009014
B10 0QA,E01009379,E05011127,Birmingham,E01009379
B23 6TT,E01009007,E05011135,Birmingham,E01009007
B44 0LA,E01009129,E05011150,Birmingham,E01009129
B20 1EF,E01009276,E05011143,Birmingham,E01009276
B32 3PL,E01008917,E05011123,Birmingham,E01008917
B76 1SG,E01009438,E05011180,Birmingham,E01009438
B15 3LB,E01008992,E05011134,Birmingham,E01008992
B45 9XS,E01009159,E05011164,Birmingham,E01009159
B44 8EL,E01009231,E05011150,Birmingham,E01009231
B32 1AY,E01009250,E05011163,Birmingham,E01009250
B31 2BB,E01009218,E05011158,Birmingham,E01009218
B76 1SE,E01009436,E05011180,Birmingham,E01009436
B13 8QR,E01009186,E05011154,Birmingham,E01009186
B42 1ER,E01009245,E05011160,Birmingham,E01009245
B11 4AL,E01033643,E05011171,Birmingham,E01033643
B14 7LS,E01009178,E05011130,Birmingham,E01009178
B1 3ET,E01033565,E05011168,Birmingham,E01033565
B20 3US,E01034918,E05011125,Birmingham,E01034918
B6 5BW,E01008910,E05011121,Birmingham,E01008910
B31 3XH,E01009211,E05011152,Birmingham,E01009211
B29 4BJ,E01009504,E05011184,Birmingham,E01009504
B23 5BX,E01009136,E05011161,Birmingham,E01009136
B12 0TR,E01009364,E05011126,Birmingham,E01009364
B17 0NH,E01033562,E05011144,Birmingham,E01033562
B28 0QF,E01009041,E05011141,Birmingham,E01009041
B75 7SF,E01009432,E05011176,Birmingham,E01009432
B6 5UE,E01008901,E05011155,Birmingham,E01008901
B29 4HT,E01009494,E05011184,Birmingham,E01009494
B44 0DT,E01009134,E05011150,Birmingham,E01009134
B42 1EH,E01009238,E05011160,Birmingham,E01009238
B17 9LR,E01009068,E05011144,Birmingham,E01009068
B16 9EN,E01009140,E05011151,Birmingham,E01009140
B76 2QJ,E01009437,E05011180,Birmingham,E01009437
B74 4NN,E01009422,E05011174,Birmingham,E01009422
B23 5HR,E01009123,E05011161,Birmingham,E01009123
B9 5TX,E01009477,E05011145,Birmingham,E01009477
B13 0PS,E01008939,E05011124,Birmingham,E01008939
B30 3AT,E01008952,E05011172,Birmingham,E01008952
B30 1RB,E01008950,E05011129,Birmingham,E01008950
B11 1JT,E01009365,E05011170,Birmingham,E01009365
B31 1QD,E01009497,E05011119,Birmingham,E01009497
B34 6QR,E01009305,E05011165,Birmingham,E01009305
B17 0LW,E01009075,E05011144,Birmingham,E01009075
B38 9JG,E01009110,E05011149,Birmingham,E01009110
B75 7SL,E01009432,E05011178,Birmingham,E01009432
B23 6GG,E01033630,E05011173,Birmingham,E01033630
B21 0PU,E01009354,E05011147,Birmingham,E01009354
B44 9DD,E01009224,E05011159,Birmingham,E01009224
B29 6GG,E01009284,E05011129,Birmingham,E01009284
B23 5AA,E01034913,E05011161,Birmingham,E01034913
B24 0NQ,E01009100,E05011162,Birmingham,E01009100
B24 8EJ,E01008998,E05011139,Birmingham,E01008998
B33 0QD,E01009321,E05011166,Birmingham,E01009321
B44 9QU,E01009233,E05011159,Birmingham,E01009233
B28 8DH,E01009046,E05011140,Birmingham,E01009046
B32 2PZ,E01009258,E05011163,Birmingham,E01009258
B45 0JX,E01009174,E05011136,Birmingham,E01009174
B28 0JT,E01009036,E05011141,Birmingham,E01009036
B19 2QH,E01008913,E05011156,Birmingham,E01008913
B28 0PE,E01009039,E05011141,Birmingham,E01009039
B18 5DJ,E01009360,E05011168,Birmingham,E01009360
B36 8HN,E01009086,E05011131,Birmingham,E01009086
B15 2DU,E01033640,E05011151,Birmingham,E01033640
B72 1JT,E01009471,E05011181,Birmingham,E01009471
B13 8HH,E01009184,E05011154,Birmingham,E01009184
B24 0HB,E01009009,E05011162,Birmingham,E01009009
B75 6SL,E01009429,E05011175,Birmingham,E01009429
B23 5UA,E01034915,E05011135,Birmingham,E01034915
B10 9DL,E01009327,E05011167,Birmingham,E01009327
B20 2RW,E01009056,E05011142,Birmingham,E01009056
B32 2DU,E01009254,E05011163,Birmingham,E01009254
B23 7ED,E01009123,E05011173,Birmingham,E01009123
B21 0HN,E01009354,E05011147,Birmingham,E01009354
B14 6LN,E01008974,E05011130,Birmingham,E01008974
B35 6BT,E01009096,E05011132,Birmingham,E01009096
B33 8SA,E01009515,E05011185,Birmingham,E01009515
B36 8HE,E01009086,E05011131,Birmingham,E01009086
B44 8LR,E01009230,E05011150,Birmingham,E01009230
B20 2LP,E01009262,E05011143,Birmingham,E01009262
B30 1LH,E01008951,E05011129,Birmingham,E01008951
B20 3AG,E01034918,E05011121,Birmingham,E01034918
B23 5EJ,E01009404,E05011161,Birmingham,E01009404
B12 8XE,E01009367,E05011170,Birmingham,E01009367
B45 0DL,E01009157,E05011136,Birmingham,E01009157
B16 9EX,E01009140,E05011151,Birmingham,E01009140
B34 7SB,E01009297,E05011165,Birmingham,E01009297
B20 2BT,E01009355,E05011142,Birmingham,E01009355
B29 7NW,E01009283,E05011128,Birmingham,E01009283
B29 6NL,E01009295,E05011184,Birmingham,E01009295
B14 4BG,E01008939,E05011146,Birmingham,E01008939
B25 8TA,E01008897,E05011186,Birmingham,E01008897
B29 7JG,E01009288,E05011128,Birmingham,E01009288
B26 1NB,E01009313,E05011166,Birmingham,E01009313
B28 9PW,E01009033,E05011140,Birmingham,E01009033
B27 6LX,E01008893,E05011118,Birmingham,E01008893
B19 1EA,E01008907,E05011153,Birmingham,E01008907
B29 5RY,E01009064,E05011184,Birmingham,E01009064
B14 5RD,E01008978,E05011133,Birmingham,E01008978
B44 0TS,E01009131,E05011150,Birmingham,E01009131
B25 8RT,E01008896,E05011186,Birmingham,E01008896
B29 6RE,E01009294,E05011184,Birmingham,E01009294
B20 3RW,E01009048,E05011125,Birmingham,E01009048
B10 0PR,E01009379,E05011127,Birmingham,E01009379
B30 3RT,E01008975,E05011133,Birmingham,E01008975
B7 5PS,E01009201,E05011155,Birmingham,E01009201
B33 9PE,E01009311,E05011138,Birmingham,E01009311
B14 5YL,E01008979,E05011133,Birmingham,E01008979
B29 4LA,E01009506,E05011184,Birmingham,E01009506
B24 9EW,E01034916,E05011135,Birmingham,E01034916
B38 8JY,E01009112,E05011148,Birmingham,E01009112
B32 4HL,E01008923,E05011123,Birmingham,E01008923
B7 4JJ,E01034927,E05011155,Birmingham,E01034927
B28 0RL,E01009039,E05011141,Birmingham,E01009039
B12 9TP,E01009374,E05011122,Birmingham,E01009374
B76 1FT,E01009454,E05011176,Birmingham,E01009454
B38 9HY,E01009109,E05011149,Birmingham,E01009109
B20 1JN,E01009279,E05011143,Birmingham,E01009279
B73 5LW,E01009460,E05011179,Birmingham,E01009460
B74 4TS,E01009422,E05011174,Birmingham,E01009422
