postcode,lsoa21cd,lsoa21nm,admin_district,codes_lsoa
B14 7NH,E01008963,E05011130,Birmingham,E01008963
B17 9SR,E01009065,E05011144,Birmingham,E01009065
B44 0PY,E01009122,E05011150,Birmingham,E01009122
B30 1TR,E01009281,E05011129,Birmingham,E01009281
B12 9PB,E01009376,E05011122,Birmingham,E01009376
B19 1SU,E01034923,E05011121,Birmingham,E01034923
B16 8RH,E01034948,E05011151,Birmingham,E01034948
B73 5AN,E01009473,E05011179,Birmingham,E01009473
B12 0AL,E01034947,E05011126,Birmingham,E01034947
B12 0RU,E01034946,E05011126,Birmingham,E01034946
B8 2XH,E01009479,E05011183,Birmingham,E01009479
B32 2AD,E01009254,E05011163,Birmingham,E01009254
B28 8BZ,E01009045,E05011140,Birmingham,E01009045
B26 2JY,E01009519,E05011185,Birmingham,E01009519
B21 0TH,E01009359,E05011168,Birmingham,E01009359
B11 4PS,E01009396,E05011171,Birmingham,E01009396
B11 3AX,E01034955,E05011140,Birmingham,E01034955
B31 1PE,E01009497,E05011119,Birmingham,E01009497
B6 6EA,E01034920,E05011121,Birmingham,E01034920
B10 9LD,E01009326,E05011167,Birmingham,E01009326
B23 6SS,E01009007,E05011135,Birmingham,E01009007
B20 3HE,E01009053,E05011121,Birmingham,E01009053
B34 7RG,E01009304,E05011165,Birmingham,E01009304
B75 5ER,E01009423,E05011175,Birmingham,E01009423
B34 6EW,E01009091,E05011138,Birmingham,E01009091
B44 0AG,E01009122,E05011150,Birmingham,E01009122
B32 4EB,E01008928,E05011123,Birmingham,E01008928
B13 9BL,E01009390,E05011154,Birmingham,E01009390
B24 0NJ,E01009098,E05011162,Birmingham,E01009098
B5 7DG,E01033640,E05011126,Birmingham,E01033640
B24 8AD,E01009013,E05011135,Birmingham,E01009013
B31 2AS,E01008958,E05011158,Birmingham,E01008958
B23 7NZ,E01009413,E05011173,Birmingham,E01009413
B14 7QT,E01009178,E05011130,Birmingham,E01009178
B10 0QS,E01009379,E05011127,Birmingham,E01009379
B8 2QW,E01009480,E05011183,Birmingham,E01009480
B8 3TE,E01034932,E05011120,Birmingham,E01034932
B31 2YU,E01009213,E05011152,Birmingham,E01009213
B5 6EX,E01033640,E05011126,Birmingham,E01033640
B16 0BG,E01009153,E05011151,Birmingham,E01009153
B24 9LR,E01009011,E05011162,Birmingham,E01009011
B30 2QP,E01008953,E05011172,Birmingham,E01008953
B19 3SR,E01034930,E05011156,Birmingham,E01034930
B38 9EF,E01009113,E05011149,Birmingham,E01009113
B19 3PS,E01034930,E05011156,Birmingham,E01034930
B12 8SP,E01009377,E05011170,Birmingham,E01009377
B7 4QL,E01034927,E05011155,Birmingham,E01034927
B24 9AG,E01009013,E05011135,Birmingham,E01009013
B32 3SU,E01008931,E05011123,Birmingham,E01008931
B25 8BJ,E01008883,E05011182,Birmingham,E01008883
B14 7RH,E01009178,E05011130,Birmingham,E01009178
B19 3JH,E01034930,E05011156,Birmingham,E01034930
B14 5LT,E01008976,E05011133,Birmingham,E01008976
B10 0BE,E01009363,E05011127,Birmingham,E01009363
B17 8NR,E01009147,E05011157,Birmingham,E01009147
B20 2AQ,E01009049,E05011143,Birmingham,E01009049
B26 1LY,E01009313,E05011166,Birmingham,E01009313
B28 0UY,E01009041,E05011141,Birmingham,E01009041
B32 3HF,E01033629,E05011123,Birmingham,E01033629
B20 3BA,E01009058,E05011121,Birmingham,E01009058
B11 1RR,E01009365,E05011170,Birmingham,E01009365
B4 6FL,E01033617,E05011151,Birmingham,E01033617
B75 7EA,E01009452,E05011176,Birmingham,E01009452
B26 1PP,E01009312,E05011166,Birmingham,E01009312
B23 6NB,E01009002,E05011135,Birmingham,E01009002
B8 2AP,E01009490,E05011183,Birmingham,E01009490
B23 5RX,E01009002,E05011135,Birmingham,E01009002
B26 3HD,E01009315,E05011166,Birmingham,E01009315
B23 6JA,E01009405,E05011173,Birmingham,E01009405
B7 5QR,E01009201,E05011155,Birmingham,E01009201
B15 2BB,E01033624,E05011151,Birmingham,E01033624
B8 2XJ,E01009484,E05011183,Birmingham,E01009484
B11 3DW,E01009018,E05011182,Birmingham,E01009018
B11 2BX,E01008889,E05011182,Birmingham,E01008889
B16 8EP,E01009141,E05011151,Birmingham,E01009141
B21 8PD,E01009268,E05011143,Birmingham,E01009268
B1 2NN,E01033627,E05011151,Birmingham,E01033627
B23 5RD,E01009405,E05011135,Birmingham,E01009405
B13 8AG,E01009182,E05011154,Birmingham,E01009182
B5 7EZ,E01033640,E05011126,Birmingham,E01033640
B12 0PY,E01034946,E05011126,Birmingham,E01034946
B74 4NA,E01009419,E05011174,Birmingham,E01009419
B73 5HE,E01009460,E05011179,Birmingham,E01009460
B33 9PP,E01009311,E05011138,Birmingham,E01009311
B73 5RR,E01009459,E05011179,Birmingham,E01009459
B38 9AT,E01009120,E05011149,Birmingham,E01009120
B32 3QL,E01008920,E05011123,Birmingham,E01008920
B13 9UT,E01009395,E05011171,Birmingham,E01009395
B5 7NN,E01008996,E05011122,Birmingham,E01008996
B32 2QF,E01009258,E05011163,Birmingham,E01009258
B8 1PW,E01009482,E05011120,Birmingham,E01009482
B35 6DW,E01009099,E05011132,Birmingham,E01009099
B16 9ST,E01009145,E05011157,Birmingham,E01009145
B73 6QJ,E01009469,E05011179,Birmingham,E01009469
B34 7DP,E01009304,E05011165,Birmingham,E01009304
B23 7UQ,E01009125,E05011173,Birmingham,E01009125
B1 2JR,E01033557,E05011151,Birmingham,E01033557
B27 6HL,E01008892,E05011118,Birmingham,E01008892
B23 7JP,E01009412,E05011173,Birmingham,E01009412
B17 9NE,E01009069,E05011144,Birmingham,E01009069
B1 3DB,E01033565,E05011168,Birmingham,E01033565
B38 9NY,E01009120,E05011149,Birmingham,E01009120
B33 0LS,E01009302,E05011138,Birmingham,E01009302
B21 0PN,E01034922,E05011168,Birmingham,E01034922
B6 6QB,E01008899,E05011121,Birmingham,E01008899
B42 1SP,E01009242,E05011160,Birmingham,E01009242
B18 6FG,E01033559,E05011168,Birmingham,E01033559
B26 1LL,E01009313,E05011166,Birmingham,E01009313
B21 0AR,E01009349,E05011147,Birmingham,E01009349
B23 6PE,E01009407,E05011173,Birmingham,E01009407
B42 2DT,E01009234,E05011160,Birmingham,E01009234
B21 8JP,E01009268,E05011143,Birmingham,E01009268
B32 3DJ,E01008920,E05011123,Birmingham,E01008920
B20 3RT,E01009057,E05011125,Birmingham,E01009057
B38 9AL,E01009120,E05011149,Birmingham,E01009120
B15 2EN,E01033624,E05011151,Birmingham,E01033624
B24 0RY,E01009098,E05011162,Birmingham,E01009098
B21 8EF,E01009269,E05011147,Birmingham,E01009269
B14 4LR,E01008946,E05011146,Birmingham,E01008946
B16 0DS,E01009153,E05011151,Birmingham,E01009153
B15 1BB,E01034948,E05011151,Birmingham,E01034948
B1 2SZ,E01034951,E05011151,Birmingham,E01034951
B15 1HE,E01009146,E05011151,Birmingham,E01009146
B31 3JH,E01009214,E05011152,Birmingham,E01009214
B11 1LW,E01009368,E05011170,Birmingham,E01009368
B26 1DR,E01008888,E05011169,Birmingham,E01008888
B25 8YP,E01009521,E05011185,Birmingham,E01009521
B32 3HR,E01008920,E05011123,Birmingham,E01008920
B8 1NZ,E01009484,E05011120,Birmingham,E01009484
B33 8TE,E01009513,E05011186,Birmingham,E01009513
B29 5LA,E01009502,E05011184,Birmingham,E01009502
B26 1TN,E01009520,E05011185,Birmingham,E01009520
B14 5PX,E01008979,E05011133,Birmingham,E01008979
B34 7HS,E01009310,E05011165,Birmingham,E01009310
B20 1AY,E01009267,E05011143,Birmingham,E01009267
B33 9SN,E01009300,E05011138,Birmingham,E01009300
B33 9QU,E01009300,E05011138,Birmingham,E01009300
B44 8UN,E01009227,E05011159,Birmingham,E01009227
B33 8JY,E01009511,E05011137,Birmingham,E01009511
B75 7NA,E01009445,E05011176,Birmingham,E01009445
B38 8XX,E01009118,E05011148,Birmingham,E01009118
B10 0JY,E01009380,E05011127,Birmingham,E01009380
B32 1PA,E01009249,E05011163,Birmingham,E01009249
B11 3DT,E01009014,E05011140,Birmingham,E01009014
B5 7UU,E01008997,E05011134,Birmingham,E01008997
B26 1LR,E01009313,E05011166,Birmingham,E01009313
B27 7EN,E01009021,E05011118,Birmingham,E01009021
B21 0ES,E01009351,E05011147,Birmingham,E01009351
B31 5GD,E01034942,E05011136,Birmingham,E01034942
B31 5EA,E01009159,E05011136,Birmingham,E01009159
B32 3JS,E01033629,E05011123,Birmingham,E01033629
B45 0HG,E01009160,E05011136,Birmingham,E01009160
B20 3UT,E01034918,E05011125,Birmingham,E01034918
B31 3LS,E01009214,E05011152,Birmingham,E01009214
B3 2EE,E01033620,E05011151,Birmingham,E01033620
B13 0SJ,E01009179,E05011130,Birmingham,E01009179
B33 9NS,E01009093,E05011138,Birmingham,E01009093
B15 1BJ,E01034948,E05011151,Birmingham,E01034948
B19 1DD,E01009355,E05011153,Birmingham,E01009355
B15 1BH,E01034948,E05011151,Birmingham,E01034948
B23 6SD,E01009007,E05011135,Birmingham,E01009007
B31 5QE,E01009173,E05011119,Birmingham,E01009173
B76 2PF,E01009435,E05011180,Birmingham,E01009435
B75 6TP,E01009431,E05011175,Birmingham,E01009431
B24 9PG,E01009102,E05011162,Birmingham,E01009102
B4 6HU,E01034930,E05011156,Birmingham,E01034930
B31 3TU,E01009209,E05011152,Birmingham,E01009209
B74 4RU,E01009415,E05011175,Birmingham,E01009415
B14 5LJ,E01008976,E05011133,Birmingham,E01008976
B16 0ND,E01009140,E05011157,Birmingham,E01009140
B14 6SR,E01008967,E05011130,Birmingham,E01008967
B34 6TN,E01009309,E05011165,Birmingham,E01009309
B11 2BU,E01008889,E05011182,Birmingham,E01008889
B9 5NY,E01009197,E05011145,Birmingham,E01009197
B29 6PJ,E01009295,E05011184,Birmingham,E01009295
B16 8HT,E01034949,E05011151,Birmingham,E01034949
B16 8WP,E01034948,E05011151,Birmingham,E01034948
B27 7SQ,E01009016,E05011182,Birmingham,E01009016
B20 3QD,E01009057,E05011125,Birmingham,E01009057
B10 0QH,E01009379,E05011127,Birmingham,E01009379
B28 8NB,E01009045,E05011140,Birmingham,E01009045
B11 1XH,E01009371,E05011170,Birmingham,E01009371
B23 5QZ,E01009460,E05011179,Birmingham,E01009460
B7 4QF,E01034927,E05011155,Birmingham,E01034927
B20 2HY,E01009265,E05011143,Birmingham,E01009265
B2 5BG,E01033620,E05011151,Birmingham,E01033620
B11 3BH,E01034955,E05011140,Birmingham,E01034955
B42 2QY,E01009223,E05011159,Birmingham,E01009223
B25 8HH,E01008884,E05011182,Birmingham,E01008884
B73 5DZ,E01009474,E05011179,Birmingham,E01009474
B6 5EP,E01034926,E05011121,Birmingham,E01034926
B10 9EN,E01009329,E05011167,Birmingham,E01009329
B26 1EU,E01008891,E05011169,Birmingham,E01008891
B28 0TN,E01009042,E05011141,Birmingham,E01009042
B15 2BN,E01008994,E05011134,Birmingham,E01008994
B16 0JS,E01009151,E05011157,Birmingham,E01009151
B9 5XR,E01009342,E05011145,Birmingham,E01009342
B23 5RG,E01009404,E05011135,Birmingham,E01009404
B9 5BS,E01009332,E05011127,Birmingham,E01009332
B38 8QX,E01009107,E05011149,Birmingham,E01009107
B20 3PJ,E01009059,E05011125,Birmingham,E01009059
B13 8BX,E01009384,E05011154,Birmingham,E01009384
B11 1LX,E01009368,E05011170,Birmingham,E01009368
B31 2QG,E01009219,E05011158,Birmingham,E01009219
B8 1QA,E01009479,E05011120,Birmingham,E01009479
B20 3SU,E01009048,E05011125,Birmingham,E01009048
B11 3NJ,E01009026,E05011140,Birmingham,E01009026
B44 0LT,E01009130,E05011150,Birmingham,E01009130
B20 3DB,E01009051,E05011121,Birmingham,E01009051
B44 9QD,E01009233,E05011159,Birmingham,E01009233
B44 0LF,E01009130,E05011150,Birmingham,E01009130
B26 1BA,E01008881,E05011169,Birmingham,E01008881
B8 2PY,E01009477,E05011138,Birmingham,E01009477
B29 7QR,E01009286,E05011128,Birmingham,E01009286
B20 3HG,E01009053,E05011121,Birmingham,E01009053
B31 3SA,E01009212,E05011152,Birmingham,E01009212
B19 2HX,E01008909,E05011156,Birmingham,E01008909
B6 6AU,E01034923,E05011121,Birmingham,E01034923
B32 3BE,E01008919,E05011123,Birmingham,E01008919
B14 6DE,E01008968,E05011130,Birmingham,E01008968
B13 0PQ,E01008969,E05011124,Birmingham,E01008969
B17 9TP,E01009070,E05011144,Birmingham,E01009070
B75 5NF,E01009420,E05011177,Birmingham,E01009420
B8 2TR,E01009486,E05011183,Birmingham,E01009486
B13 0HN,E01008932,E05011124,Birmingham,E01008932
B36 8LS,E01009080,E05011131,Birmingham,E01009080
B28 0DT,E01009037,E05011141,Birmingham,E01009037
B28 0LB,E01009040,E05011141,Birmingham,E01009040
B18 6NG,E01034951,E05011168,Birmingham,E01034951
B28 8AY,E01009043,E05011140,Birmingham,E01009043
B26 1EY,E01008891,E05011169,Birmingham,E01008891
B31 5JG,E01034942,E05011136,Birmingham,E01034942
B29 6PY,E01009292,E05011184,Birmingham,E01009292
B10 9BN,E01009325,E05011167,Birmingham,E01009325
B15 2DH,E01033624,E05011151,Birmingham,E01033624
B8 3PF,E01009492,E05011120,Birmingham,E01009492
B23 7TH,E01009125,E05011173,Birmingham,E01009125
B12 9LG,E01009366,E05011122,Birmingham,E01009366
B21 9HY,E01009350,E05011142,Birmingham,E01009350
B6 6AP,E01009061,E05011121,Birmingham,E01009061
B32 1PY,E01009249,E05011163,Birmingham,E01009249
B12 9PW,E01034939,E05011122,Birmingham,E01034939
B11 4ET,E01009395,E05011171,Birmingham,E01009395
B11 4NE,E01009389,E05011171,Birmingham,E01009389
B25 8LR,E01008890,E05011169,Birmingham,E01008890
B31 1RP,E01009499,E05011119,Birmingham,E01009499
B42 1RH,E01009242,E05011160,Birmingham,E01009242
B31 1EX,E01009495,E05011123,Birmingham,E01009495
B19 1JW,E01009062,E05011153,Birmingham,E01009062
B14 6HU,E01008970,E05011130,Birmingham,E01008970
B36 8EJ,E01009085,E05011131,Birmingham,E01009085
B13 9XB,E01009045,E05011154,Birmingham,E01009045
B19 2YF,E01008913,E05011156,Birmingham,E01008913
B13 0UR,E01008937,E05011124,Birmingham,E01008937
B20 1EP,E01009276,E05011143,Birmingham,E01009276
B72 1BY,E01009463,E05011181,Birmingham,E01009463
B17 8EP,E01009138,E05011157,Birmingham,E01009138
B33 8JX,E01009512,E05011137,Birmingham,E01009512
B7 5BW,E01034928,E05011155,Birmingham,E01034928
B33 9PY,E01009311,E05011138,Birmingham,E01009311
B44 8NX,E01009223,E05011159,Birmingham,E01009223
B24 8JH,E01008998,E05011139,Birmingham,E01008998
B28 9DP,E01009031,E05011140,Birmingham,E01009031
B75 5NY,E01009416,E05011177,Birmingham,E01009416
B17 8LT,E01009138,E05011157,Birmingham,E01009138
B29 4EA,E01009494,E05011184,Birmingham,E01009494
B14 6DR,E01008968,E05011130,Birmingham,E01008968
B16 8JA,E01034949,E05011151,Birmingham,E01034949
B21 9QB,E01009266,E05011142,Birmingham,E01009266
B27 7BU,E01009021,E05011118,Birmingham,E01009021
B16 0NU,E01009151,E05011157,Birmingham,E01009151
B26 3YL,E01009314,E05011166,Birmingham,E01009314
B21 9LQ,E01009275,E05011142,Birmingham,E01009275
B17 9BY,E01009252,E05011163,Birmingham,E01009252
B16 8HN,E01034948,E05011151,Birmingham,E01034948
B15 2DS,E01033640,E05011151,Birmingham,E01033640
B13 0RP,E01008936,E05011124,Birmingham,E01008936
B23 5YP,E01009135,E05011161,Birmingham,E01009135
B24 8AU,E01009000,E05011139,Birmingham,E01009000
B28 9JX,E01009032,E05011140,Birmingham,E01009032
B33 8EN,E01009514,E05011137,Birmingham,E01009514
B30 3BL,E01008955,E05011172,Birmingham,E01008955
B13 9ES,E01009187,E05011154,Birmingham,E01009187
B31 1LB,E01009496,E05011119,Birmingham,E01009496
B26 1RN,E01009520,E05011185,Birmingham,E01009520
B27 7JW,E01009024,E05011118,Birmingham,E01009024
B14 4JT,E01008939,E05011146,Birmingham,E01008939
B10 9QE,E01009332,E05011127,Birmingham,E01009332
B10 0HZ,E01009338,E05011167,Birmingham,E01009338
B20 3QY,E01009050,E05011125,Birmingham,E01009050
B33 0BZ,E01009301,E05011138,Birmingham,E01009301
B76 1XQ,E01009443,E05011180,Birmingham,E01009443
B33 8UN,E01009513,E05011186,Birmingham,E01009513
B12 0NF,E01034946,E05011126,Birmingham,E01034946
B17 9SN,E01009065,E05011144,Birmingham,E01009065
B6 6RT,E01008916,E05011121,Birmingham,E01008916
B13 9AG,E01033648,E05011154,Birmingham,E01033648
B15 2HR,E01008995,E05011134,Birmingham,E01008995
B18 4HJ,E01009152,E05011157,Birmingham,E01009152
B14 4NE,E01008942,E05011146,Birmingham,E01008942
B12 9TW,E01009374,E05011122,Birmingham,E01009374
B11 4JL,E01009389,E05011171,Birmingham,E01009389
B24 0TN,E01009009,E05011162,Birmingham,E01009009
B21 0SG,E01034921,E05011168,Birmingham,E01034921
B9 5NX,E01009197,E05011145,Birmingham,E01009197
B8 3LA,E01009485,E05011120,Birmingham,E01009485
B45 9AY,E01009159,E05011136,Birmingham,E01009159
B32 3RE,E01008917,E05011123,Birmingham,E01008917
B23 7AR,E01009406,E05011173,Birmingham,E01009406
B24 9DZ,E01009008,E05011135,Birmingham,E01009008
B20 3LT,E01034917,E05011125,Birmingham,E01034917
B9 4UL,E01034935,E05011126,Birmingham,E01034935
B11 1EN,E01009363,E05011170,Birmingham,E01009363
B13 8NQ,E01009186,E05011154,Birmingham,E01009186
B75 7QU,E01009447,E05011176,Birmingham,E01009447
B29 7AA,E01009289,E05011128,Birmingham,E01009289
B8 3NP,E01009488,E05011120,Birmingham,E01009488
B34 7SJ,E01009297,E05011165,Birmingham,E01009297
B32 2PY,E01009258,E05011163,Birmingham,E01009258
B5 7NH,E01008996,E05011122,Birmingham,E01008996
B14 6QS,E01008972,E05011130,Birmingham,E01008972
B13 9AS,E01033648,E05011154,Birmingham,E01033648
B74 4QN,E01009422,E05011174,Birmingham,E01009422
B18 5HH,E01009360,E05011168,Birmingham,E01009360
B14 7NE,E01008966,E05011130,Birmingham,E01008966
B35 6DB,E01009096,E05011132,Birmingham,E01009096
B23 6DX,E01009007,E05011135,Birmingham,E01009007
B31 2JX,E01009218,E05011158,Birmingham,E01009218
B14 4EX,E01008940,E05011124,Birmingham,E01008940
B27 6PQ,E01008895,E05011118,Birmingham,E01008895
B16 9LL,E01008989,E05011157,Birmingham,E01008989
B27 7SW,E01009016,E05011182,Birmingham,E01009016
B42 2NG,E01009238,E05011160,Birmingham,E01009238
B30 2TS,E01008963,E05011172,Birmingham,E01008963
B31 1NU,E01009497,E05011119,Birmingham,E01009497
B23 5FD,E01034913,E05011161,Birmingham,E01034913
B13 9NL,E01009044,E05011171,Birmingham,E01009044
B35 6HR,E01009096,E05011132,Birmingham,E01009096
B31 2DS,E01008962,E05011129,Birmingham,E01008962
B31 1EY,E01009495,E05011123,Birmingham,E01009495
B32 2QX,E01009256,E05011163,Birmingham,E01009256
B31 2SH,E01009207,E05011158,Birmingham,E01009207
B9 5RQ,E01009331,E05011127,Birmingham,E01009331
B34 6ND,E01009088,E05011131,Birmingham,E01009088
B45 8QS,E01009171,E05011164,Birmingham,E01009171
B28 0UP,E01009041,E05011141,Birmingham,E01009041
B5 7TN,E01008982,E05011134,Birmingham,E01008982
B24 9JS,E01034916,E05011135,Birmingham,E01034916
B27 6SA,E01008895,E05011169,Birmingham,E01008895
B45 0LJ,E01009155,E05011136,Birmingham,E01009155
B21 9AT,E01009355,E05011142,Birmingham,E01009355
B23 6ND,E01009002,E05011135,Birmingham,E01009002
B32 4DB,E01008928,E05011123,Birmingham,E01008928
B9 5RL,E01009331,E05011127,Birmingham,E01009331
B44 8HY,E01009227,E05011159,Birmingham,E01009227
B18 4PH,E01009361,E05011168,Birmingham,E01009361
B32 2PD,E01009256,E05011163,Birmingham,E01009256
B24 9LN,E01009011,E05011162,Birmingham,E01009011
B14 5AL,E01008974,E05011133,Birmingham,E01008974
B27 7BX,E01009021,E05011118,Birmingham,E01009021
B21 8AH,E01009274,E05011147,Birmingham,E01009274
B29 6RY,E01009292,E05011184,Birmingham,E01009292
B20 3LA,E01034918,E05011125,Birmingham,E01034918
B23 7QL,E01009414,E05011173,Birmingham,E01009414
B32 2EE,E01009070,E05011144,Birmingham,E01009070
B13 9DT,E01009383,E05011154,Birmingham,E01009383
B8 3AT,E01034931,E05011120,Birmingham,E01034931
B26 3UL,E01009318,E05011166,Birmingham,E01009318
B13 9NH,E01009045,E05011171,Birmingham,E01009045
B29 7RN,E01009293,E05011128,Birmingham,E01009293
B13 9NT,E01009044,E05011171,Birmingham,E01009044
B14 5UU,E01008980,E05011133,Birmingham,E01008980
B32 3LS,E01033629,E05011123,Birmingham,E01033629
B26 3AR,E01009316,E05011166,Birmingham,E01009316
B11 4NR,E01009396,E05011171,Birmingham,E01009396
B42 1HQ,E01009235,E05011160,Birmingham,E01009235
B75 6LP,E01009429,E05011177,Birmingham,E01009429
B13 9BB,E01033648,E05011154,Birmingham,E01033648
B15 2NU,E01034936,E05011134,Birmingham,E01034936
B26 3PN,E01009320,E05011166,Birmingham,E01009320
B24 8AR,E01009000,E05011139,Birmingham,E01009000
B73 6BG,E01009430,E05011178,Birmingham,E01009430
B32 3SQ,E01008931,E05011123,Birmingham,E01008931
B30 1EP,E01008959,E05011129,Birmingham,E01008959
B30 1SD,E01008954,E05011129,Birmingham,E01008954
B31 1EW,E01009495,E05011123,Birmingham,E01009495
B32 2BP,E01009070,E05011144,Birmingham,E01009070
B12 9QD,E01034939,E05011122,Birmingham,E01034939
B24 9NS,E01009102,E05011162,Birmingham,E01009102
B76 1JQ,E01009440,E05011180,Birmingham,E01009440
B28 8ED,E01009045,E05011140,Birmingham,E01009045
B5 7NX,E01008996,E05011122,Birmingham,E01008996
B3 1RD,E01033623,E05011168,Birmingham,E01033623
B17 8SL,E01009260,E05011163,Birmingham,E01009260
B27 6LG,E01008893,E05011118,Birmingham,E01008893
B28 9BA,E01009035,E05011140,Birmingham,E01009035
B23 5XL,E01009136,E05011161,Birmingham,E01009136
B6 4UJ,E01008910,E05011156,Birmingham,E01008910
B15 1UG,E01009146,E05011151,Birmingham,E01009146
B11 2HP,E01034952,E05011170,Birmingham,E01034952
B32 3RT,E01008918,E05011123,Birmingham,E01008918
B15 1NH,E01009146,E05011151,Birmingham,E01009146
B20 3RD,E01009050,E05011125,Birmingham,E01009050
B33 9EN,E01009094,E05011138,Birmingham,E01009094
B32 1SW,E01009259,E05011163,Birmingham,E01009259
B8 2AB,E01009492,E05011138,Birmingham,E01009492
B23 5DS,E01009406,E05011161,Birmingham,E01009406
B20 3EP,E01009054,E05011121,Birmingham,E01009054
B30 1HR,E01008960,E05011129,Birmingham,E01008960
B34 7JA,E01009310,E05011165,Birmingham,E01009310
B31 2BT,E01008958,E05011158,Birmingham,E01008958
B8 1TE,E01009192,E05011120,Birmingham,E01009192
B7 4EX,E01009204,E05011155,Birmingham,E01009204
B20 3DX,E01009051,E05011121,Birmingham,E01009051
B32 1PG,E01009257,E05011163,Birmingham,E01009257
B32 3QR,E01008921,E05011123,Birmingham,E01008921
B11 3QL,E01009028,E05011182,Birmingham,E01009028
B13 0LY,E01008939,E05011124,Birmingham,E01008939
B16 0AX,E01009153,E05011157,Birmingham,E01009153
B31 4JS,E01009215,E05011152,Birmingham,E01009215
B10 9EJ,E01009334,E05011167,Birmingham,E01009334
B73 5QW,E01009466,E05011179,Birmingham,E01009466
B27 7UQ,E01009018,E05011118,Birmingham,E01009018
B42 2BU,E01009245,E05011160,Birmingham,E01009245
B32 1BY,E01009253,E05011163,Birmingham,E01009253
B7 4QA,E01034927,E05011155,Birmingham,E01034927
